name,countValue
binary.500,27
binary.noconverge,3
catMul.10,1706
catMul.binary,3268
catMul.over10,1562
catSin.case1,8
catSin.case2,2
catSin.case3,4
catSin.onevalue,8
cont.main,9
cont.main.500,5
cont.ordcattry,1
cont.ordcattry.ordcat,1
excluded.catMul,2
excluded.catSin,2
excluded.int,1
int.continuous,4
int.onevalue,1
notinphenofile,8
ordCat,9
ordCat.500,9
start.catMul,8
start.catSin,22
start.cont,6
start.int,12
success.binary,1536
success.continuous,4
unordCat.500,2
