name,countValue
binary.500,4
catMul.10,228
catMul.binary,1242
catMul.over10,1014
catSin.case2,2
catSin.case3,11
catSin.onevalue,7
catSinToCatMul,19
cont.main,23
cont.main.500,8
cont.ordcattry,4
cont.ordcattry.ordcat,4
excluded.cont,4
excluded.int,7
int.continuous,24
int.onevalue,3
notinphenofile,1
ordCat,4
start.catMul,19
start.catSin,20
start.cont,3
start.int,36
success.binary,1021
success.continuous,15
success.ordCat,4
success.unordCat,2
