varName,varType,n,beta,lower,upper,pvalue
"1618",CAT-SIN,45946/93362(139308),-0.0337720020615207,-0.0453726920518442,-0.0221730923576835,1.15432192701733e-08
"1677",CAT-SIN,59791/144450(204241),-0.0118739589667106,-0.0216654598925617,-0.00208271702430979,0.0174610534780729
"1767",CAT-SIN,267710/3772(271482),0.0289892330007556,-0.00315695547628557,0.061131592873235,0.0771279677953395
"1777",CAT-SIN,261824/6020(267844),-0.00742356085226098,-0.0329796445311708,0.0181294326113867,0.569094313134202
"1787",CAT-SIN,161220/71368(232588),0.0172640589137227,0.00838720881955417,0.0261412996428599,0.00013798553951864
"1797",CAT-SIN,206208/58637(264845),-0.0189772991172882,-0.0298650469816057,-0.00809049099455099,0.000634578011537493
"1835",CAT-SIN,165788/101712(267500),-0.0253699417720949,-0.0345755707806036,-0.016165226097433,6.59796186654026e-08
"1920",CAT-SIN,143729/121585(265314),0.0156077398061616,0.00789865951570899,0.0233172327480942,7.24676838134777e-05
"1930",CAT-SIN,151681/115605(267286),0.00940687069573783,0.00162254511483776,0.0171914028833993,0.0178617682648291
"1940",CAT-SIN,186982/72696(259678),0.0181892380483852,0.00955082657224614,0.0268280353873531,3.67733415820546e-05
"1950",CAT-SIN,115742/148425(264167),0.015731793717974,0.00788467432979431,0.0235793672347497,8.52257770518959e-05
"1960",CAT-SIN,155961/110323(266284),0.0209064960455512,0.0131149879852904,0.0286985376323014,1.44923162435918e-07
"1970",CAT-SIN,200136/64548(264684),0.00972396718821602,0.00081427423435009,0.0186337428708008,0.0324285440479031
"1980",CAT-SIN,112323/152518(264841),0.00683769146437618,-0.00098693275287777,0.0146625274056755,0.0867615483179871
"1990",CAT-SIN,216954/46545(263499),0.0247710967189018,0.014736284337096,0.0348063308428809,1.31072934626282e-06
"2000",CAT-SIN,136543/124167(260710),0.00984816184849371,0.00206768056266026,0.0176288994522066,0.013108893118523
"2010",CAT-SIN,204352/57471(261823),0.00764769578488621,-0.00162585202863902,0.0169212460263874,0.106019349935522
"2020",CAT-SIN,218625/49060(267685),0.00639148966216031,-0.00344616839908432,0.0162290499239536,0.202878680892373
"2030",CAT-SIN,189530/75225(264755),0.0178636381592073,0.0093258150774073,0.0264018211706965,4.11810980836135e-05
"2040",CAT-SIN,196874/65587(262461),4.37386003149264e-05,-0.00898213412272853,0.00906943976336211,0.992421851129729
"2090",CAT-SIN,175595/94492(270087),0.0070991403255246,-0.000923623105485583,0.015121990025333,0.0828613113451853
"2100",CAT-SIN,239117/31618(270735),0.00494513635245829,-0.00679294438617595,0.0166828527060378,0.408944573182851
"2129",CAT-SIN,247639/24239(271878),0.0133449998828564,-2.928201334862e-06,0.0266927111830421,0.0500404919901208
"2159",CAT-SIN,236465/7842(244307),0.00486198628717155,-0.017765214668247,0.0274866050520288,0.673622804254419
"2188",CAT-SIN,175016/90512(265528),0.023877281894056,0.0157631883574579,0.0319919777561968,8.05133748052932e-09
"2207",CAT-SIN,28209/243421(271630),-0.00253878877741394,-0.0159075447428955,0.0108302200329177,0.709740050056411
"2227",CAT-SIN,231725/39472(271197),0.0104114569268156,-0.000303344537059943,0.0211261954069446,0.0568445995036248
"2257",CAT-SIN,165217/101261(266478),0.0151338168886956,0.00719131775247971,0.0230767040936108,0.000188101412770418
"2316",CAT-SIN,209706/57166(266872),0.0270765955589481,0.0177922418728708,0.0363614994119792,1.09169511933371e-08
"2335",CAT-SIN,226371/42860(269231),0.0194508146918927,0.00910665017373157,0.0297951775999464,0.000228318489838277
"2345",CAT-SIN,180078/87433(267511),-0.00119653948954868,-0.00984988047485421,0.00745670395472038,0.78637822174635
"2365",CAT-SIN,80978/36751(117729),-0.00999484558888149,-0.0232358725610921,0.00324499177108698,0.13899492506227
"2415",CAT-SIN,42706/80828(123534),0.000973869710116053,-0.0108889791127505,0.0128371429939524,0.872172257397163
"2443",CAT-SIN,257015/14231(271246),0.0433352947489203,0.0263172455752941,0.0603533833206988,6.00877249794383e-07
"2453",CAT-SIN,248823/22258(271081),0.00222394893446142,-0.0116155423391822,0.0160627654525889,0.752778938617368
"2463",CAT-SIN,243936/26641(270577),0.0164933378868818,0.00383980454542286,0.0291467488947711,0.0106263887558889
"2473",CAT-SIN,209809/57026(266835),0.0182135439765135,0.00891223011663055,0.0275151504520292,0.000124092789330784
"2492",CAT-SIN,139088/132036(271124),0.0187636211593601,0.0110549555512385,0.0264728114033538,1.83684646195771e-06
"2644",CAT-SIN,38887/33073(71960),-0.00740220089960976,-0.022239230972788,0.00743391241805773,0.328138524346047
"2674",CAT-SIN,26700/120574(147274),-0.00829999064059697,-0.0277471652229539,0.0111455216062022,0.402842866913206
"2694",CAT-SIN,3061/144111(147172),-0.018099597482383,-0.0539218504093648,0.0177237987363163,0.322034566762386
"2724",CAT-SIN,30807/92791(123598),0.0196233002388818,-0.00420795836921504,0.0434583967202793,0.106570309223201
"2774",CAT-SIN,99790/45491(145281),0.00228147831728199,-0.00881944601153254,0.0133824426332905,0.687082995348955
"2784",CAT-SIN,26916/120258(147174),-0.00495802025022701,-0.01870094552014,0.00878480565443308,0.479502794405528
"2814",CAT-SIN,87383/59678(147061),0.0108474321436523,-0.000556470708107184,0.022251968197552,0.0622815747288558
"2834",CAT-SIN,132909/12410(145319),0.00344621101952134,-0.0150751585411637,0.0219672003115077,0.715338252120594
"2844",CAT-SIN,46809/99393(146202),0.00248439365867535,-0.00857155446839959,0.0135405748392991,0.659630019742085
"2907",CAT-SIN,37988/28853(66841),0.00748059415913996,-0.00784847260784607,0.0228102796946191,0.338840866824224
"2956",CAT-SIN,710/3755(4465),-0.0654651546930043,-0.146527429456217,0.0154512162625493,0.113046987064877
"3005",CAT-SIN,10582/16170(26752),-0.0144876110752031,-0.0401850252909,0.0112054735327787,0.269108991005689
