name,countValue
binary.500,1
catMul.10,1
catMul.binary,51
catMul.over10,50
catSin.case1,86
catSin.case2,14
catSin.case3,89
catSin.onevalue,3
cont.main,19
cont.ordcattry,8
cont.ordcattry.ordcat,8
excluded.catSin,29
excluded.cont,8
int.catord,6
int.continuous,17
notinphenofile,63
ordCat,100
ordCat.500,2
start.catMul,10
start.catSin,192
start.cont,10
start.int,24
success.binary,138
success.continuous,19
success.ordCat,98
success.unordCat,14
