name,countValue
catSin.case1,31
catSin.case2,12
catSin.case3,71
cont.main,75
cont.main.500,1
cont.ordcattry,19
cont.ordcattry.ordcat,19
excluded.catSin,4
int.catord,9
int.continuous,59
notinphenofile,7
ordCat,59
start.catSin,115
start.cont,35
start.int,68
success.binary,71
success.continuous,74
success.ordCat,59
success.unordCat,12
