varName,varType,n,beta,lower,upper,pvalue
"20121",INTEGER,7493,0.00230600496561393,-0.0201937767295611,0.0248057866607889,0.840774857136265
"20132",INTEGER,55625,-0.00219094338052543,-0.0104079989717907,0.00602611221073988,0.601252153142089
"20133",INTEGER,54076,0.00273453868900133,-0.00507638807270334,0.010545465450706,0.492601290179047
"20149",INTEGER,54086,0.00386626559674761,-0.00400104811312178,0.011733579306617,0.335444177534977
"20150",CONTINUOUS,203826,-0.00982225597392058,-0.0129343307329604,-0.0067101812148808,6.18156175546471e-10
"20151",CONTINUOUS,203826,-0.00836192321012593,-0.0113851063886406,-0.00533874003161126,5.92798569305897e-08
"20153",CONTINUOUS,158339,-0.00635278039970074,-0.0084348834978434,-0.00427067730155807,2.2338990599369e-09
"20154",CONTINUOUS,158339,-0.0100616263801124,-0.0148649943240056,-0.00525825843621922,4.03516504664571e-05
"20155",INTEGER,51776,0.0058605942732666,-0.0019466547214432,0.0136678432679764,0.141215498725626
"20156",CONTINUOUS,48715,0.00300378608757499,-0.00528363998105932,0.0112912121562093,0.477454184393723
"20157",CONTINUOUS,48713,0.00641392365521901,-0.00165894435843685,0.0144867916688749,0.119420635371516
"20159",INTEGER,55573,-0.00807508442208841,-0.0154330732944184,-0.000717095549758431,0.0314785098175603
"20161",CONTINUOUS,84927,0.00691033130670335,0.000738528053693359,0.0130821345597133,0.0282001891776822
"20162",CONTINUOUS,84927,0.00698738169028242,0.000726154379482551,0.0132486090010823,0.0287230083223906
"20195",INTEGER,55573,-0.00846465502215143,-0.0157346190916277,-0.00119469095267517,0.0224872371478583
